Gene,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5
"""FMN1__chr15""",1.0019582262109,1.0019582262109,0,7.09748429180284,4.03157938384363
"""FMN2__chr1""",2.00785343002263,0,1.0019582262109,7.09748429180284,0
"""FMNL1__chr17""",0,0,1.0019582262109,0,0
"""FMNL2__chr2""",0,6.07143081403291,0,1.0019582262109,0
"""FMNL3__chr12""",0,4.03157938384363,0,0,0
"""FMO1__chr1""",0,0,0,0,0
"""FMO2__chr1""",0,0,0,0,0
"""FMO3__chr1""",0,0,0,0,0
"""FMO4__chr1""",0,0,0,0,0
"""FMO5__chr1""",0,0,0,0,0
"""FMO6P__chr1""",0,0,0,0,0
"""FMOD__chr1""",0,0,0,0,0
"""FMR1-AS1__chrX""",0,0,0,0,0
"""FMR1NB__chrX""",0,0,0,0,0
"""FMR1__chrX""",0,2.00785343002263,2.00785343002263,1.0019582262109,3.01771667252281
"""FN1__chr2""",0,1.0019582262109,0,0,0
"""FN3KRP__chr17""",1.0019582262109,0,0,0,0
"""FN3K__chr17""",0,0,0,0,0
"""FNBP1L__chr1""",3.01771667252281,3.01771667252281,5.04947336903132,6.07143081403291,0
"""FNBP1__chr9""",1.0019582262109,2.00785343002263,0,4.03157938384363,0
"""FNBP4__chr11""",2.00785343002263,4.03157938384363,0,1.0019582262109,1.0019582262109
"""FNDC1__chr6""",0,0,0,0,0
"""FNDC3A__chr13""",3.01771667252281,2.00785343002263,7.09748429180284,6.07143081403291,2.00785343002263
"""FNDC3B__chr3""",0,14.3973678906563,1.0019582262109,4.03157938384363,3.01771667252281
"""FNDC4__chr2""",1.0019582262109,0,0,0,0
"""FNDC5__chr1""",0,0,0,0,0
"""FNDC8__chr17""",0,0,0,0,0
"""FNDC9__chr5""",0,0,0,0,0
"""FNIP1__chr5""",0,5.04947336903132,3.01771667252281,4.03157938384363,2.00785343002263
"""FNIP2__chr4""",2.00785343002263,3.01771667252281,1.0019582262109,2.00785343002263,5.04947336903132
"""FNTA__chr8""",1.0019582262109,2.00785343002263,0,2.00785343002263,2.00785343002263
"""FNTB__chr14""",0,0,0,0,0
"""FOCAD__chr9""",2.00785343002263,0,0,9.16201161000583,0
"""FOLH1B__chr11""",0,0,0,0,0
"""FOLH1__chr11""",0,0,0,0,0
"""FOLR1__chr11""",0,0,0,0,0
"""FOLR3__chr11""",0,0,0,0,0
"""FONG__chr2""",0,0,0,0,0
"""FOPNL__chr16""",1.0019582262109,3.01771667252281,0,4.03157938384363,0
"""FOSB__chr19""",0,0,1.0019582262109,6.07143081403291,0
"""FOSL1__chr11""",0,0,0,0,0
"""FOSL2__chr2""",0,2.00785343002263,0,0,2.00785343002263
"""FOS__chr14""",16.5218614112182,16.5218614112182,23.0032202551964,41.1346897127612,9.16201161000583
"""FOXA1__chr14""",0,0,0,0,0
"""FOXA2__chr20""",3.01771667252281,0,5.04947336903132,6.07143081403291,6.07143081403291
"""FOXA3__chr19""",1.0019582262109,0,1.0019582262109,2.00785343002263,0
"""FOXC1__chr6""",0,0,0,0,2.00785343002263
"""FOXC2__chr16""",0,0,0,0,0
"""FOXD1__chr5""",0,0,0,0,0
"""FOXD2-AS1__chr1""",0,0,0,0,0
"""FOXD2__chr1""",0,0,0,0,0
"""FOXD3__chr1""",0,0,0,0,0
"""FOXD4L1__chr2""",0,0,0,0,0
"""FOXD4L3__chr9""",0,0,0,0,0
"""FOXD4__chr9""",0,0,0,0,0
"""FOXE1__chr9""",0,0,0,0,0
"""FOXF1-AS1__chr16""",0,1.0019582262109,0,0,0
"""FOXF1__chr16""",0,0,0,0,0
"""FOXF2__chr6""",0,0,0,0,0
"""FOXI1__chr5""",0,0,0,0,0
"""FOXJ1__chr17""",0,0,1.0019582262109,0,0
"""FOXJ2__chr12""",1.0019582262109,1.0019582262109,0,2.00785343002263,0
"""FOXJ3__chr1""",1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,2.00785343002263
"""FOXK1__chr7""",0,2.00785343002263,0,1.0019582262109,1.0019582262109
"""FOXK2__chr17""",0,0,1.0019582262109,3.01771667252281,0
"""FOXL1__chr16""",0,0,0,0,0
"""FOXL2__chr3""",0,0,0,0,0
"""FOXM1__chr12""",0,0,0,0,0
"""FOXN2__chr2""",1.0019582262109,1.0019582262109,0,3.01771667252281,0
"""FOXN3-AS1__chr14""",0,0,0,0,0
"""FOXN3__chr14""",1.0019582262109,15.4574108131603,1.0019582262109,8.12766676853256,5.04947336903132
"""FOXN4__chr12""",0,0,0,0,0
"""FOXO1__chr13""",1.0019582262109,3.01771667252281,1.0019582262109,8.12766676853256,6.07143081403291
"""FOXO3B__chr17""",0,0,0,1.0019582262109,0
"""FOXO3__chr6""",1.0019582262109,2.00785343002263,3.01771667252281,1.0019582262109,16.5218614112182
"""FOXO4__chrX""",0,0,0,0,1.0019582262109
"""FOXP1__chr3""",6.07143081403291,3.01771667252281,4.03157938384363,4.03157938384363,4.03157938384363
"""FOXP2__chr7""",1.0019582262109,0,0,5.04947336903132,0
"""FOXP3__chrX""",0,0,0,0,0
"""FOXP4__chr6""",0,0,2.00785343002263,2.00785343002263,0
"""FOXQ1__chr6""",0,0,0,0,42.3117032804103
"""FOXR2__chrX""",0,0,0,0,0
"""FOXRED1__chr11""",1.0019582262109,0,0,0,0
"""FOXRED2__chr22""",1.0019582262109,0,1.0019582262109,5.04947336903132,1.0019582262109
"""FOXS1__chr20""",0,0,0,0,0
"""FP588__chr9""",0,0,0,0,0
"""FPGS__chr9""",0,0,0,0,0
"""FPGT-TNNI3K__chr1""",0,0,0,0,0
"""FPGT__chr1""",0,0,0,1.0019582262109,1.0019582262109
"""FPR1__chr19""",0,0,0,0,0
"""FPR2__chr19""",0,0,0,0,0
"""FPR3__chr19""",0,0,0,0,0
"""FRA10AC1__chr10""",0,1.0019582262109,3.01771667252281,7.09748429180284,0
"""FRAS1__chr4""",0,0,1.0019582262109,0,0
"""FRAT1__chr10""",0,0,0,1.0019582262109,1.0019582262109
"""FRAT2__chr10""",0,1.0019582262109,0,0,0
"""FREM1__chr9""",0,0,0,0,0
"""FREM2__chr13""",0,0,0,0,0
"""FREM3__chr4""",0,0,0,0,0
"""FRG1B__chr20""",0,0,0,0,0
"""FRG1__chr4""",0,2.00785343002263,0,2.00785343002263,1.0019582262109
"""FRK__chr6""",0,0,0,0,0
"""FRMD3__chr9""",0,0,0,0,3.01771667252281
"""FRMD4A__chr10""",0,9.16201161000583,0,0,0
"""FRMD4B__chr3""",0,1.0019582262109,0,0,1.0019582262109
"""FRMD5__chr15""",0,0,0,0,0
"""FRMD6-AS1__chr14""",0,0,0,0,0
"""FRMD6__chr14""",0,0,0,0,0
"""FRMD7__chrX""",0,0,0,0,0
"""FRMD8__chr11""",0,9.16201161000583,0,1.0019582262109,1.0019582262109
"""FRMPD1__chr9""",0,0,0,0,0
"""FRMPD2P1__chr10""",0,0,0,0,0
"""FRMPD2__chr10""",0,0,0,0,0
"""FRMPD4__chrX""",0,0,0,0,0
"""FRRS1L__chr9""",1.0019582262109,0,0,0,0
"""FRRS1__chr1""",0,0,0,0,0
"""FRS2__chr12""",2.00785343002263,1.0019582262109,1.0019582262109,7.09748429180284,0
"""FRS3__chr6""",0,0,0,0,0
"""FRYL__chr4""",1.0019582262109,5.04947336903132,0,2.00785343002263,4.03157938384363
"""FRY__chr13""",0,0,0,1.0019582262109,2.00785343002263
"""FRZB__chr2""",0,0,0,0,0
"""FSCB__chr14""",0,0,0,0,0
"""FSCN1__chr7""",0,34.1840365118778,0,0,0
"""FSCN3__chr7""",0,0,0,0,0
"""FSD1L__chr9""",0,0,0,0,0
"""FSD1__chr19""",0,0,0,0,0
"""FSIP1__chr15""",0,0,0,0,0
"""FSIP2__chr2""",0,0,0,1.0019582262109,2.00785343002263
"""FSTL1__chr3""",0,14.3973678906563,0,0,0
"""FSTL3__chr19""",0,0,0,0,0
"""FSTL4__chr5""",0,0,0,0,0
"""FSTL5__chr4""",4.03157938384363,0,0,9.16201161000583,0
"""FST__chr5""",0,0,0,0,0
"""FTCD__chr21""",0,0,0,4.03157938384363,0
"""FTH1P18__chrX""",0,0,0,0,0
"""FTH1P3__chr2""",3.01771667252281,19.7420296561744,3.01771667252281,1.0019582262109,7.09748429180284
"""FTH1__chr11""",36.4800160274645,154.504965598786,36.4800160274645,44.6820905860863,67.0652712298429
"""FTL__chr19""",18.6641333268705,193.967539634564,11.2433238873179,53.1556773832306,13.3416962915876
"""FTO__chr16""",1.0019582262109,1.0019582262109,2.00785343002263,3.01771667252281,1.0019582262109
"""FTSJ1__chrX""",1.0019582262109,1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263
"""FTSJ2__chr7""",0,1.0019582262109,0,0,1.0019582262109
"""FTSJ3__chr17""",0,0,1.0019582262109,0,1.0019582262109
"""FTSJD1__chr16""",3.01771667252281,0,0,1.0019582262109,0
"""FTSJD2__chr6""",1.0019582262109,2.00785343002263,1.0019582262109,1.0019582262109,0
"""FTX__chrX""",0,0,0,0,0
"""FUBP1__chr1""",2.00785343002263,3.01771667252281,2.00785343002263,6.07143081403291,0
"""FUBP3__chr9""",0,3.01771667252281,0,1.0019582262109,1.0019582262109
"""FUCA1__chr1""",0,0,1.0019582262109,6.07143081403291,2.00785343002263
"""FUCA2__chr6""",4.03157938384363,2.00785343002263,1.0019582262109,7.09748429180284,2.00785343002263
"""FUK__chr16""",0,0,0,0,0
"""FUNDC1__chrX""",1.0019582262109,0,0,2.00785343002263,1.0019582262109
"""FUNDC2P2__chr2""",0,0,0,0,0
"""FUNDC2__chrX""",0,5.04947336903132,1.0019582262109,1.0019582262109,0
"""FUOM__chr10""",0,0,0,0,0
"""FURIN__chr15""",1.0019582262109,8.12766676853256,0,13.3416962915876,1.0019582262109
"""FUS__chr16""",0,1.0019582262109,1.0019582262109,4.03157938384363,0
"""FUT10__chr8""",0,0,0,0,0
"""FUT11__chr10""",0,0,0,0,0
"""FUT1__chr19""",0,0,0,1.0019582262109,0
"""FUT2__chr19""",0,1.0019582262109,1.0019582262109,0,2.00785343002263
"""FUT3__chr19""",0,0,0,0,0
"""FUT4__chr11""",0,0,0,0,2.00785343002263
"""FUT6__chr19""",0,0,0,0,0
"""FUT8-AS1__chr14""",0,0,0,0,0
"""FUT8__chr14""",0,5.04947336903132,0,0,2.00785343002263
"""FUT9__chr6""",0,0,0,0,0
"""FUZ__chr19""",0,0,0,0,0
"""FXN__chr9""",1.0019582262109,0,0,0,0
"""FXR1__chr3""",2.00785343002263,5.04947336903132,0,8.12766676853256,0
"""FXR2__chr17""",2.00785343002263,1.0019582262109,0,2.00785343002263,0
"""FXYD2__chr11""",0,0,0,1.0019582262109,0
"""FXYD3__chr19""",3.01771667252281,1.0019582262109,2.00785343002263,0,13.3416962915876
"""FXYD4__chr10""",0,0,0,0,0
"""FXYD5__chr19""",0,1.0019582262109,0,0,0
"""FXYD6-FXYD2__chr11""",0,0,0,0,0
"""FXYD6__chr11""",1.0019582262109,0,0,3.01771667252281,0
"""FXYD7__chr19""",0,0,0,1.0019582262109,0
"""FYB__chr5""",0,0,0,0,0
"""FYCO1__chr3""",1.0019582262109,1.0019582262109,0,2.00785343002263,0
"""FYN__chr6""",0,3.01771667252281,0,4.03157938384363,0
"""FYTTD1__chr3""",3.01771667252281,3.01771667252281,1.0019582262109,5.04947336903132,0
"""FZD10__chr12""",0,0,0,0,0
"""FZD1__chr7""",0,1.0019582262109,0,1.0019582262109,0
"""FZD2__chr17""",0,0,0,0,0
"""FZD3__chr8""",6.07143081403291,4.03157938384363,1.0019582262109,3.01771667252281,2.00785343002263
"""FZD4__chr11""",0,5.04947336903132,0,0,0
"""FZD5__chr2""",0,0,0,3.01771667252281,5.04947336903132
"""FZD6__chr8""",0,3.01771667252281,0,0,1.0019582262109
"""FZD7__chr2""",0,0,0,0,0
"""FZD8__chr10""",0,0,0,0,0
"""FZD9__chr7""",0,0,0,0,0
"""FZR1__chr19""",0,0,0,0,0
"""G0S2__chr1""",0,0,0,0,0
"""G2E3__chr14""",0,3.01771667252281,0,2.00785343002263,1.0019582262109
"""G3BP1__chr5""",3.01771667252281,7.09748429180284,0,7.09748429180284,2.00785343002263
"""G3BP2__chr4""",4.03157938384363,6.07143081403291,6.07143081403291,8.12766676853256,1.0019582262109
"""G6PC2__chr2""",1.0019582262109,0,1.0019582262109,14.3973678906563,0
"""G6PC3__chr17""",2.00785343002263,1.0019582262109,1.0019582262109,6.07143081403291,0
"""G6PC__chr17""",0,0,0,0,0
"""G6PD__chrX""",2.00785343002263,3.01771667252281,0,0,1.0019582262109
"""GAA__chr17""",0,0,0,0,0
"""GAB1__chr4""",0,7.09748429180284,0,1.0019582262109,0
"""GAB2__chr11""",0,2.00785343002263,1.0019582262109,0,0
"""GAB3__chrX""",0,1.0019582262109,0,0,0
"""GABARAPL1__chr12""",3.01771667252281,5.04947336903132,0,9.16201161000583,1.0019582262109
"""GABARAPL2__chr16""",2.00785343002263,10.2005525880831,5.04947336903132,24.0995816739486,4.03157938384363
"""GABARAPL3__chr15""",0,0,0,0,0
"""GABARAP__chr17""",10.2005525880831,24.0995816739486,11.2433238873179,28.5325928768826,8.12766676853256
"""GABBR1__chr6""",1.0019582262109,0,0,0,0
"""GABBR2__chr9""",0,0,0,0,0
"""GABPA__chr21""",0,6.07143081403291,0,1.0019582262109,2.00785343002263
"""GABPB1-AS1__chr15""",2.00785343002263,3.01771667252281,1.0019582262109,0,0
"""GABPB1__chr15""",0,1.0019582262109,0,0,0
"""GABPB2__chr1""",0,0,1.0019582262109,0,0
"""GABRA1__chr5""",0,0,0,0,0
"""GABRA2__chr4""",0,0,0,2.00785343002263,0
"""GABRA3__chrX""",0,0,0,0,0
"""GABRA4__chr4""",0,0,0,0,0
"""GABRA5__chr15""",0,0,0,0,0
"""GABRB1__chr4""",0,0,0,0,0
"""GABRB2__chr5""",0,0,0,0,0
"""GABRB3__chr15""",2.00785343002263,1.0019582262109,15.4574108131603,8.12766676853256,1.0019582262109
"""GABRD__chr1""",0,0,0,0,0
"""GABRE__chrX""",0,1.0019582262109,0,0,0
"""GABRG2__chr5""",0,0,0,0,0
"""GABRP__chr5""",0,0,0,0,0
"""GABRQ__chrX""",0,0,0,0,0
"""GABRR2__chr6""",0,0,0,0,0
"""GAD1__chr2""",0,0,0,0,0
"""GAD2__chr10""",4.03157938384363,0,7.09748429180284,38.7967739205634,0
"""GADD45A__chr1""",1.0019582262109,0,0,0,1.0019582262109
"""GADD45B__chr19""",0,4.03157938384363,0,1.0019582262109,2.00785343002263
"""GADD45GIP1__chr19""",0,0,0,1.0019582262109,0
"""GADD45G__chr9""",1.0019582262109,3.01771667252281,0,0,0
"""GAGE10__chrX""",0,0,0,0,0
"""GAGE8__chrX""",0,0,0,0,0
"""GAK__chr4""",0,0,0,0,0
"""GAL3ST1__chr22""",0,0,0,0,0
"""GAL3ST3__chr11""",0,0,0,0,0
"""GAL3ST4__chr7""",0,0,0,0,0
"""GALC__chr14""",0,0,2.00785343002263,4.03157938384363,1.0019582262109
"""GALE__chr1""",0,0,0,0,3.01771667252281
"""GALK1__chr17""",0,0,0,0,0
"""GALK2__chr15""",0,1.0019582262109,0,0,0
"""GALM__chr2""",0,0,0,0,2.00785343002263
"""GALNS__chr16""",0,3.01771667252281,0,0,0
"""GALNT10__chr5""",0,1.0019582262109,1.0019582262109,0,0
"""GALNT11__chr7""",1.0019582262109,3.01771667252281,1.0019582262109,4.03157938384363,0
"""GALNT12__chr9""",0,1.0019582262109,0,0,0
"""GALNT13__chr2""",2.00785343002263,0,1.0019582262109,0,0
"""GALNT14__chr2""",0,0,0,0,0
"""GALNT1__chr18""",0,7.09748429180284,2.00785343002263,2.00785343002263,0
"""GALNT2__chr1""",1.0019582262109,2.00785343002263,0,1.0019582262109,0
"""GALNT3__chr2""",0,0,1.0019582262109,4.03157938384363,3.01771667252281
"""GALNT4__chr12""",0,0,0,0,0
"""GALNT5__chr2""",0,0,0,0,2.00785343002263
"""GALNT6__chr12""",0,0,1.0019582262109,0,9.16201161000583
"""GALNT7__chr4""",0,0,2.00785343002263,0,7.09748429180284
"""GALNT8__chr12""",0,0,0,0,0
"""GALNT9__chr12""",0,0,0,0,0
"""GALNTL1__chr14""",0,0,0,0,0
"""GALNTL2__chr3""",0,1.0019582262109,2.00785343002263,1.0019582262109,1.0019582262109
"""GALNTL4__chr11""",0,0,0,0,0
"""GALNTL6__chr4""",0,0,0,0,0
"""GALR1__chr18""",0,0,0,0,0
"""GALR2__chr17""",0,0,0,0,0
"""GALT__chr9""",0,0,0,1.0019582262109,0
"""GAL__chr11""",0,0,0,0,0
"""GAMT__chr19""",0,0,0,1.0019582262109,0
"""GANAB__chr11""",4.03157938384363,3.01771667252281,1.0019582262109,3.01771667252281,0
"""GANC__chr15""",0,0,0,0,0
"""GAN__chr16""",0,1.0019582262109,0,1.0019582262109,0
"""GAP43__chr3""",0,0,0,0,0
"""GAPDH__chr12""",24.0995816739486,30.7782213115289,11.2433238873179,30.7782213115289,7.09748429180284
"""GAPT__chr5""",0,0,0,0,0
"""GAPVD1__chr9""",0,5.04947336903132,4.03157938384363,1.0019582262109,0
"""GAR1__chr4""",0,1.0019582262109,0,0,0
"""GAREML__chr2""",1.0019582262109,0,0,0,0
"""GAREM__chr18""",0,0,2.00785343002263,1.0019582262109,2.00785343002263
"""GARNL3__chr9""",0,1.0019582262109,0,0,0
"""GARS__chr7""",3.01771667252281,0,6.07143081403291,3.01771667252281,4.03157938384363
"""GART__chr21""",0,0,0,0,2.00785343002263
"""GAS1__chr9""",0,0,0,0,0
"""GAS2L1__chr22""",0,2.00785343002263,0,0,0
"""GAS2L2__chr17""",0,0,0,0,0
"""GAS2L3__chr12""",0,0,0,0,0
"""GAS2__chr11""",1.0019582262109,0,0,3.01771667252281,0
"""GAS5-AS1__chr1""",0,0,0,0,0
"""GAS5__chr1""",3.01771667252281,2.00785343002263,1.0019582262109,4.03157938384363,0
"""GAS6__chr13""",0,0,0,0,0
"""GAS7__chr17""",0,0,0,0,0
"""GAS8__chr16""",0,0,1.0019582262109,1.0019582262109,0
"""GAST__chr17""",0,0,0,0,0
"""GATA2__chr3""",0,8.12766676853256,0,0,0
"""GATA3__chr10""",0,0,0,0,0
"""GATA4__chr8""",0,0,0,0,1.0019582262109
"""GATA5__chr20""",0,0,0,0,0
"""GATA6__chr18""",1.0019582262109,1.0019582262109,1.0019582262109,0,5.04947336903132
"""GATAD1__chr7""",4.03157938384363,4.03157938384363,1.0019582262109,0,3.01771667252281
"""GATAD2A__chr19""",0,0,0,0,0
"""GATAD2B__chr1""",1.0019582262109,3.01771667252281,0,5.04947336903132,2.00785343002263
"""GATC__chr12""",0,3.01771667252281,0,3.01771667252281,1.0019582262109
"""GATM-AS1__chr15""",0,0,1.0019582262109,1.0019582262109,0
"""GATM__chr15""",0,0,1.0019582262109,0,0
"""GATSL2__chr7""",0,0,0,0,0
"""GATSL3__chr22""",0,0,0,0,0
"""GATS__chr7""",0,0,0,1.0019582262109,0
"""GBA2__chr9""",1.0019582262109,1.0019582262109,1.0019582262109,0,1.0019582262109
"""GBA3__chr4""",0,0,0,0,0
"""GBAP1__chr1""",0,0,0,0,0
"""GBAS__chr7""",0,2.00785343002263,5.04947336903132,2.00785343002263,0
"""GBA__chr1""",0,0,0,0,0
"""GBE1__chr3""",0,1.0019582262109,0,1.0019582262109,0
"""GBF1__chr10""",2.00785343002263,0,0,2.00785343002263,0
"""GBGT1__chr9""",0,0,0,0,0
"""GBP1__chr1""",0,0,0,0,1.0019582262109
"""GBP2__chr1""",0,0,0,0,4.03157938384363
"""GBP3__chr1""",0,1.0019582262109,0,0,2.00785343002263
"""GBP4__chr1""",0,4.03157938384363,0,0,0
"""GBP5__chr1""",0,0,0,0,0
"""GBP6__chr1""",0,0,0,0,0
"""GBP7__chr1""",0,0,0,0,0
"""GCAT__chr22""",0,0,0,0,0
"""GCA__chr2""",1.0019582262109,1.0019582262109,0,2.00785343002263,1.0019582262109
"""GCC1__chr7""",0,0,0,1.0019582262109,1.0019582262109
"""GCC2__chr2""",3.01771667252281,5.04947336903132,8.12766676853256,6.07143081403291,3.01771667252281
"""GCDH__chr19""",0,0,0,0,0
"""GCFC2__chr2""",0,0,0,2.00785343002263,0
"""GCGR__chr17""",0,0,1.0019582262109,1.0019582262109,0
"""GCG__chr2""",1597.01110401011,65.769065928967,77.6781899314995,84.5418718388677,55.6291265766352
"""GCH1__chr14""",8.12766676853256,0,11.2433238873179,6.07143081403291,0
"""GCHFR__chr15""",0,0,0,0,0
"""GCKR__chr2""",0,0,0,0,0
"""GCK__chr7""",0,0,0,0,0
"""GCLC__chr6""",0,2.00785343002263,1.0019582262109,1.0019582262109,0
"""GCLM__chr1""",4.03157938384363,16.5218614112182,2.00785343002263,3.01771667252281,1.0019582262109
"""GCM1__chr6""",0,0,0,0,0
"""GCN1L1__chr12""",0,1.0019582262109,2.00785343002263,2.00785343002263,1.0019582262109
"""GCNT1__chr9""",0,0,0,2.00785343002263,0
"""GCNT2__chr6""",0,0,0,0,1.0019582262109
"""GCNT3__chr15""",0,0,0,0,6.07143081403291
"""GCNT4__chr5""",0,0,0,0,0
"""GCOM1__chr15""",0,0,0,0,0
"""GCSAML-AS1__chr1""",0,0,0,0,0
"""GCSAML__chr1""",0,0,0,0,0
"""GCSAM__chr3""",0,0,0,0,0
"""GCSHP3__chr2""",0,0,0,1.0019582262109,0
"""GCSH__chr16""",0,1.0019582262109,2.00785343002263,3.01771667252281,0
"""GC__chr4""",26.3064918931888,2.00785343002263,0,1.0019582262109,0
"""GDAP1L1__chr20""",0,0,0,0,0
"""GDAP1__chr8""",3.01771667252281,0,1.0019582262109,4.03157938384363,0
"""GDAP2__chr1""",0,0,0,1.0019582262109,1.0019582262109
"""GDA__chr9""",3.01771667252281,0,5.04947336903132,9.16201161000583,0
"""GDE1__chr16""",2.00785343002263,0,1.0019582262109,7.09748429180284,1.0019582262109
"""GDF10__chr10""",0,0,0,0,0
"""GDF11__chr12""",1.0019582262109,0,0,1.0019582262109,0
"""GDF15__chr19""",1.0019582262109,4.03157938384363,1.0019582262109,1.0019582262109,15.4574108131603
"""GDF1__chr19""",0,0,0,0,0
"""GDF5__chr20""",0,0,0,0,0
"""GDF6__chr8""",0,0,0,0,0
"""GDF9__chr5""",0,0,0,0,0
"""GDI1__chrX""",6.07143081403291,0,2.00785343002263,7.09748429180284,0
"""GDI2__chr10""",5.04947336903132,3.01771667252281,5.04947336903132,13.3416962915876,3.01771667252281
"""GDNF__chr5""",0,0,0,0,0
"""GDPD1__chr17""",1.0019582262109,0,2.00785343002263,1.0019582262109,0
"""GDPD2__chrX""",0,0,0,0,0
"""GDPD3__chr16""",0,0,0,0,1.0019582262109
"""GDPD4__chr11""",0,0,0,0,0
"""GDPD5__chr11""",0,0,0,0,0
"""GDPGP1__chr15""",0,0,0,0,0
"""GEMIN2__chr14""",0,1.0019582262109,0,1.0019582262109,0
"""GEMIN4__chr17""",0,2.00785343002263,0,1.0019582262109,1.0019582262109
"""GEMIN5__chr5""",0,1.0019582262109,0,1.0019582262109,0
"""GEMIN6__chr2""",0,2.00785343002263,0,1.0019582262109,0
"""GEMIN7__chr19""",0,0,0,0,0
"""GEMIN8P4__chr1""",0,0,0,0,0
"""GEMIN8__chrX""",0,0,0,4.03157938384363,0
"""GEM__chr8""",0,0,0,4.03157938384363,0
"""GEN1__chr2""",1.0019582262109,0,0,0,0
"""GET4__chr7""",2.00785343002263,2.00785343002263,1.0019582262109,4.03157938384363,0
"""GFAP__chr17""",0,0,0,0,0
"""GFER__chr16""",0,0,0,0,0
"""GFI1B__chr9""",0,0,0,0,0
"""GFI1__chr1""",0,0,0,0,0
"""GFM1__chr3""",3.01771667252281,4.03157938384363,4.03157938384363,3.01771667252281,0
"""GFM2__chr5""",0,0,0,2.00785343002263,0
"""GFOD1__chr6""",1.0019582262109,1.0019582262109,0,0,0
"""GFOD2__chr16""",1.0019582262109,1.0019582262109,2.00785343002263,0,0
"""GFPLEIDEN__chrY""",0,0,0,0,0
"""GFPT1__chr2""",7.09748429180284,5.04947336903132,6.07143081403291,12.2903601117083,10.2005525880831
"""GFPT2__chr5""",0,0,0,0,0
"""GFRA1__chr10""",0,0,0,0,0
"""GFRA2__chr8""",0,0,0,0,0
"""GFRA3__chr5""",0,0,0,0,0
"""GFRAL__chr6""",0,0,0,0,0
"""GGA1__chr22""",0,1.0019582262109,2.00785343002263,1.0019582262109,0
"""GGA2__chr16""",3.01771667252281,2.00785343002263,1.0019582262109,3.01771667252281,0
"""GGA3__chr17""",1.0019582262109,0,1.0019582262109,0,1.0019582262109
"""GGACT__chr13""",0,0,0,0,0
"""GGCT__chr7""",1.0019582262109,0,1.0019582262109,5.04947336903132,0
"""GGCX__chr2""",0,1.0019582262109,0,1.0019582262109,0
"""GGH__chr8""",2.00785343002263,2.00785343002263,0,3.01771667252281,0
"""GGNBP2__chr17""",0,5.04947336903132,1.0019582262109,1.0019582262109,5.04947336903132
"""GGN__chr19""",0,0,0,0,0
"""GGPS1__chr1""",8.12766676853256,2.00785343002263,0,4.03157938384363,1.0019582262109
"""GGT1__chr22""",0,0,0,0,0
"""GGT3P__chr22""",0,0,0,0,0
"""GGT5__chr22""",0,0,0,0,0
"""GGT6__chr17""",2.00785343002263,0,0,1.0019582262109,3.01771667252281
"""GGT7__chr20""",0,0,1.0019582262109,0,0
"""GGT8P__chr2""",1.0019582262109,0,1.0019582262109,1.0019582262109,0
"""GGTLC1__chr20""",0,0,0,0,0
"""GHDC__chr17""",0,0,0,1.0019582262109,0
"""GHITM__chr10""",0,15.4574108131603,0,11.2433238873179,0
"""GHRH__chr20""",0,0,0,0,0
"""GHRLOS2__chr3""",0,0,0,1.0019582262109,0
"""GHRLOS__chr3""",0,0,0,0,0
"""GHRL__chr3""",0,0,0,0,0
"""GHR__chr5""",0,0,1.0019582262109,0,0
"""GHSR__chr3""",0,0,1.0019582262109,0,0
"""GID4__chr17""",0,2.00785343002263,0,0,0
"""GID8__chr20""",0,1.0019582262109,0,2.00785343002263,1.0019582262109
"""GIF__chr11""",0,0,0,0,0
"""GIGYF1__chr7""",1.0019582262109,1.0019582262109,1.0019582262109,2.00785343002263,0
"""GIGYF2__chr2""",1.0019582262109,2.00785343002263,0,4.03157938384363,0
"""GIMAP1__chr7""",1.0019582262109,1.0019582262109,0,0,0
"""GIMAP2__chr7""",0,1.0019582262109,0,0,0
"""GIMAP4__chr7""",0,8.12766676853256,0,0,0
"""GIMAP6__chr7""",0,0,0,0,0
"""GIMAP7__chr7""",0,7.09748429180284,0,0,0
"""GIMAP8__chr7""",0,2.00785343002263,0,0,0
"""GIN1__chr5""",0,0,1.0019582262109,2.00785343002263,0
"""GINM1__chr6""",1.0019582262109,2.00785343002263,0,2.00785343002263,0
"""GINS1__chr20""",0,0,0,0,0
"""GINS2__chr16""",0,0,0,1.0019582262109,0
"""GINS3__chr16""",0,0,0,0,0
"""GINS4__chr8""",0,0,0,0,0
"""GIPC1__chr19""",0,1.0019582262109,0,1.0019582262109,1.0019582262109
"""GIPC2__chr1""",0,0,0,0,1.0019582262109
"""GIPC3__chr19""",0,1.0019582262109,0,0,0
"""GIPR__chr19""",0,0,0,0,0
"""GIP__chr17""",0,0,0,0,0
"""GIT1__chr17""",0,0,0,0,0
"""GIT2__chr12""",1.0019582262109,7.09748429180284,1.0019582262109,2.00785343002263,0
"""GJA1__chr6""",0,5.04947336903132,0,0,0
"""GJA3__chr13""",0,0,0,0,0
"""GJA4__chr1""",0,0,0,0,0
"""GJA5__chr1""",0,3.01771667252281,0,0,0
"""GJA9-MYCBP__chr1""",0,0,0,0,0
